tay,english,source,kindOf,dialect
sawbih ta tayhok la?,Are we almost there?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
sawbih tayhok la.,Almost there.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"yotas, mowah sami matayox iso yo.","Grandpa, we’ve come to see you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
wa ! ba simo kamayan kayi ta Atayan ki! tiya kinbalay!,You guys speak ’Tayal! That’s great!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"lawkah simo kwara' ga,rason simo pasaba'biro' mosa ma'omah so mayah tarakis.","Hello everyone, today I will take you to work in the millet field.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"aw, pasaba biro.","Yes, sir.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"owah babako hani kwara,lalongi maras ko babingan so pa'omah ki.","Come and line up, remember to bring your tools.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"owah mabako hani kwara, langlong maras ko babingon so patayowaw mamo ki.","Come and line up, remember to bring your tools.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"aw, pasaba biro, niya sami malas so babingan pa'omah la.","Yes, sir, we’ve got our tools.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
tayhok ta la?,Are we there yet?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ini tayhok na, towahi na yo.","Not yet, it’s still far away.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
osa' pasiya siya iso.,You go watering.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"aw, halay mo pasiya siya.","Okay, I’ll water it.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
osa' i magan so koko iso.,You go get the bird catcher.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"awo, hala kong kamoko.","Okay, I’ll go and catch the birds.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"lawkah simo kwara' ga, riyax swani ga mosa ta i libo' na sinanan.","Hello everyone, we are going to the zoo today.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
tiya kinbalayi yo! pakosa ta nano mosa kiya?,Awesome! How are we going to get there?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pgalo ta so galagan kolo bas.,Let’s take the bus.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"inlay pabako kwara mamo, nama ta mabaziy so kipo han.","Everyone line up, we are ready to buy tickets.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
aw.,Yes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ti galayng hani ga libo kabahani,ti soro hiya ga sali o',katayox kiya nanak ki .",There are birds in the front and snakes in the back.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pasaba'biro moto kong mangongo o'.,I’m afraid of snakes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"nay'iri, nan osa matayox kabahani iso.","It doesn’t matter, then you go and watch the birds.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"otox pasapangan witox la ga,waha ta masatana roni ki .",We’ll be back in an hour.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"aw, mahoway so pasaba biro.","Yes, thank you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
nano ko wayan so taxan sawni?,What did you see today?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"wayan mo taxan la ko payox na o',ro payox na kabahani.",I saw a lot of snakes and a lot of birds.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"hazi tikay,mosa ta la.","Hurry up, we have to go.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"na kong tikay,mabaytox ko kozih mo la.","Wait for me, my feet are tired.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hala ta maglo malangiiya aw?,Shall we go swimming together?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
aw! tila la!,Yes! Let’s go!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
habayaw ko tayan niya malangiya roni.,There are a lot of people swimming here.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"yazik ko siya hasa hiya, asi ta palangiya roni ga asa la.","The water is deep there, so we just swim here.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
minnaha so nano mowah?,How did you get here?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hmnakay kong mowah ki.,I came on foot.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
nano ko ginlagan so kolo?,What kind of car did you take?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ganalo kong so kolo bas mowah yo.,I came by bus.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
panano so mosa kyokay?,How do you go to church?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
papiray tarako yaba mo panga kong niya.,Dad drove me with him.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
moto mahanono mosa barowan karariya hiya?,How does he usually go to school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
moto gamalo so to'iy zik mosa barowan hiya.,He took the subway to school.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
maha nano mosa mabaziy tabihi yaki so?,How does your grandmother go to the grocery store?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
moto miray so otobay hiya mosa mabaziy tabihi.,She went to the grocery store on a motorcycle.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pakosa so nano mosa i Laniy?,How are you going to get to Orchid Island?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pagalo kong so aso mosa i Laniy.,I want to take a boat to Lanyu.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pakosa nano mosa i Laniy hiya?,How did he get to Orchid Island?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pagalo so sakoki hiya mosa i Laniy.,He took a plane to Orchid Island.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pagalo nano tarako' mosa i Takaw hiya?,What bus did he take to Kaohsiung?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pagalo so haylaw kisiya hiya mosa i Takaw.,He took the THSR to Kaohsiung.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ganalo so kisya mosa Taytong hiya pi?,Did he take a train to Taitung?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ho,ganalo so kisiya hiya mosa i Taytong.","Yes, he took a train to Taitung.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ganalo so kisiya hiya mosa i Taytong pi?,Did he take a train to Taitung?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ayat ki, ginalo so sakoki hiya mosa i Taytogn.","No, he took a plane to Taitung.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kiyan ko nanan so galagan bas llingay roni aw?,Is there a bus stop near here?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"kiyan ,pakora so galayng tikay la ga mosa so taxan ko nanan na bas la.","Yes, if you go straight ahead, you will see the bus stop.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ki ti ino ko payang sawbih nanan so to'iy zik roni?,Where is the nearest MRT station?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ongat ko galagan na to'iy zik roni hiya,mosa nanak takosi ko ba'on so gamalo ki.","There is no MRT station here, you can only take a taxi.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
gamalo so bas ga katowa so kabasiya ga patayhok i barowan?,How long does it take to get to the school by bus?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mapo magan ara' pasapagan witox ga patayhok i barowan.,15 minutes to school.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
galalo so haylaw kisya ga katowa' bsiya ga patayhok i Tahayton?,How long does it take to get to Taichung by THSR?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
otox pasapangan witox la ga patayhok i Tahayton la.,I will come to Taichung in an hour.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
moto basiya miray so torako mosa i Ulay aw?,Is it a long drive to Ulai?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kina so mosa otox pasapangan witox.,It takes about an hour.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mosa katowa basiya ko ganalo so to'iy zik mowah sali mo?,How long did it take you to come to my house by subway?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mosa i maposan ara' pasapangan witox.,It takes 20 minutes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ba so miray tilinsiya aw?,Do you know how to ride a bicycle?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ba kong miray so tilinsya.,I can ride a bicycle.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kiyan ko otobay so?,Do you have a motorcycle?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kiyan otox ko otobay mo.,I have a motorcycle.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kiyan ko otobay so?,Do you have a motorcycle?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ongat ko otobay mo.,I don't have a motorcycle.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pa'osay miso tikay aw?,Can I interview you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"aw, ya'asa ko longan mo oziy.","Yes, I would love to.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pa'osay miso tikay aw?,Can I interview you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"laxiy, ongat sa'ayong ko ba'on mo.","Don't, I don't know much about it.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kiyan hari so i babaw kinryaxan? mowa na mosa kong macisan iso aw?,"Are you free this afternoon? I'd like to visit you, is that okay?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"awo, naw miso sali mo.","Okay, I'll wait for you at home.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kiyan hari so sasan aw? mowan na mosa kong maot iso sawon sinpong kayi na Gaga Atayan so ralali.,Are you free tomorrow? I'd like to ask you about the legendary story of the [Atayal] tribe.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"mosa kozing ragiyax sasan, ayat kong p'aki sali.","I'm going to the mountains tomorrow, so I won't be home.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"payox ko ba'on so yayowaw Gaga na Atayan sarali , mowa na pa'osay miso tikay aw.","I heard that you know a lot about the traditional customs of the Atayal, so I would like to ask you a few questions.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ini kapayox ko bba'on mo ki, sikila talamaw mo so rango samiyok ko pana'ot so.","I don't know much about it, but I will try to answer as best I can.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ma'ot kong ga mosa balayi i galan so limo raywan aw? kosa na naki i balayi sabior layla.,Can I record the video? It will be easier to record in the future.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"aw, ongat ya'ih niya.","Okay, no problem.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pa'osay miso tikay pisa ko kayan so la?,How old are you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
rayma wayan so ma'iso pagan masapat kayan mo la.,I'm 98 years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
payang so la'i na ki.,You're so young.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ini la ki',rayma kong yotas la.","No, I'm not! I'm old.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pa'osay miso tikay minkahon so ino?,Where are you from?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
nakahong kong ti gi alang Mabanan.,I'm from [the Eternal Peace tribe].,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pa'osay miso tikay Atayan oziy kanayrin so ga?,Is your wife also [Atayal]?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ayat yo, hiya ga tayan alang na Poyoma.","No, she's a Puyuma.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ba so kamayan kayi ni nano?,What languages do you speak?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ba kong kamayan kayi na Atayan sqliq ro kayi Atayan sa'oli.,I speak [Sykoriak Atayal] and [Zed Oli Atayal].,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"pa'asonko riyax sawni ka ba kong macisan ki iso la, kayan cikay ko sawon na Gaga aliyap aw?","It's a pleasure to interview you today, can you talk about the taboo of hunting?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"aw, moto kong lawkah mosa maliyap ragiyax sako la'li kong na.",Yes. I used to go hunting in the mountains when I was young.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"mahoway so la,tiko pinsaba so sawni ga balayi balay ki.","Thank you, what you taught me today was really great.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"tiko wayan miso saba' hani ga misi so sinbilan kayi na yayotas rarali', ya'ani balay ko pinyowan mo sawni.","All that I say is true, the sayings of my ancestors.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"tayhok roni ko pana'ot miso la,mahoway la pin'azit so pasaba' sawni la.",That's all for today's interview. Thank you very much for sharing with us.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ba'a la, patasala ta sa'otox lawziy ki .","You're welcome, let's talk again.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"mamawsa kong la ro, sa'otox riyax ga mowa na mowah kong minpong lawziy ka yayowaw sarali lawziy ki.",I'm going to leave now and look forward to hearing more stories next time.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
aw la! tahoway mosa la.,Okay! Please take care.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"lawkah so ga,nano ko banason so?","Hello, what are you looking for?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pabaziy kong so otox tako.,I want to buy a cup.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"lawkah so ga,nano ko banason so?","Hello, what are you looking for?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pabaziy kong so otox bobing.,I want to buy a hat.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"pabaziy kong so tako, niya simo matabaziy aw?","I want to buy a cup, do you sell them?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"kiyan, pisa ko banason so?","Yes, how many do you want to buy?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
niya simo tabaziy so pinnang aw?,Do you sell betel nut?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ongat, ini sami tabaziy na pinnang.","No, we don't sell betel nut.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pabaziy kong so bowax.,I want to buy rice.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pisa yobing banason so?,How many packs do you want to buy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
bi'yi kong so togan yobing.,Give me three packs.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pabaziy kong so ngahi'.,I want to buy sweet potatoes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
wayan so'on tabaziy ko ngahi' hiya la.,All the sweet potatoes are sold out.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pabaziy kong so sazing yoyot abora.,I want to buy two bottles of oil.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
otox yoyot balay hara miyan la.,We only have one bottle left.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
ragiy kong mosa mabaziy na bato.,Go buy me eggs.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mosa pisa tanatin banason so?,How many pounds do you want to buy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mosa pisa tanatin banason so bato?,How many pounds of eggs do you want to buy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pabaziy kong so sazing tanatin.,I want to buy two catties.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pabaziy kong so sazing baningan na inow.,I want to buy two green onions.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"togan baningan hara ko hani, agan kwara la ki!","There are three left, all for you!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pisa pila otox yobing bowax hani?,How much is this bag of rice?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
otox yobing ga sazing kabahon pila.,$200 for a pack.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"sa'onon kwara' ga mposan otox pila, noway i maposan pila' laga asa la.","The total is $21, just count $20.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mahoway so.,Thank you.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hani ga ma'iso pagan magan pila.,Here's $95.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"pabaziy kong lawziy tikay, patahaki so otox kabahon pila.","I'll buy some more, and make up 100 yuan.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
yamagan kabahon mapo pila kwara.,All $510.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
hiko so yamagan kabahon pila aw?,"Count me in for $500, okay?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"lawkah sa'ayong hani hiya la, mosa balayi hawiyon tikay aw?","It's too expensive, can you make it cheaper?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ayat ba'on yo, payang mahanok hani la ki.","No, this is already very cheap.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
galon mo otox yobing pinkan hani.,I want this packet of cookies.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"pinkan hani ga mtayon pila, pa'agan so yowaw binah na aw?","$30 for the cookies, anything else you need?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mosa balayi i kasiyok kong pila so aw?,Can I borrow money from you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"yamngiya kong maras so pila la,mosa balayi i kasiyok kong pila so aw?","I forgot to bring money, can I borrow money from you?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"laxiy ,tiko kinsyok so so sarali na pilaini mo naga ini so bi'i na.","No, you haven't paid me back the money you borrowed last time.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mosa balayi i kasiyok kong tikay latan so aw?,Can I borrow your clothes?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"aw, haliy magan nanak.","Well, you take it yourself.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
mosa balayi kasiyok kong biro so aw?,Can I borrow your book?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
wayan mo pakasiyo ki Lawa la.,I lent it to Lawa.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
pakasyoki kong na lilinsa' so wa?,"Can I borrow your bicycle, please?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"aw, sikila ga wahiy mayi lawziy sasan ki.","Okay, but you have to give it back to me tomorrow.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"niyan mawalax la, ini kong aras so tabakoy, kasiyoki kong tikay tabakoy aw?","It's raining, I don't have an umbrella, can you lend me one?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"otox balay ko tabakoy mo, pagalagaw ta amamok ki!","I only have an umbrella, let's stick together!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"biro hani ga kinsiyok miso so wayan ka sa'otox, pabazih miso la.","This is the book you borrowed from me last time, I give it back to you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"yahani ko pinkasiyok so kong na biro, ba'anay miso la.","This is the book you borrowed from me last time, I give it back to you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"ato na samawgan so mataoax nano biro na ga, kayan kong lawziy ki.",You can tell me what else you want to read.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
kanowan ko awsa mo pabzih pila so la?,When do I have to pay you back?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
"noway iri', kiyan ko lowan so laga pakyalay ta kiya la.","It's okay, you can talk about it when you have money.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/Zeaol_Atayal.xml,standard,Zeaol
