xnb,english,source,kindOf,dialect,row_type,split
po'a,buy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
movoa,give,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ivata,come,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
somasorovai,lend,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mocacanʉ,walk,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mocana,go,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mingane,fly,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makacʉkʉna,arrival,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangoro,flee,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosikarʉ,enter,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pasorai,overturn,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marivici,bring,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
aracʉvʉrʉ,growth,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
movoa,present,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matapari'i,drop,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mocara,uphill,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makinai,ask,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comaciri,pour,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mikosa,go,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mopara,climb,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mararoai,separate,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makacarapong,wear,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
arapiningi,appear,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
toporo,sitting,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mociri,standing,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ivata'e,coming,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'acoo,gone,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
morakʉrakʉ,crawl,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
rovʉvʉ,visit,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosovʉrʉsai,jump,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'otori,dance,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tomatini,hang,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
somasima'ʉ,play,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacakʉpʉ,sting,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mopana'ʉ,shoot,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosotopoko,stumble,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
potairi,kick,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maporai,push,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangʉtʉnʉ,felled,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavʉrʉvʉrʉ,shake,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
rapʉngcʉ,break,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makʉrʉkʉrʉ,tremble,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mava,carry,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
komakarai,flip,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marivi,hold,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
poraropo,blow,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
komakoro,dig,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oma'oro,cut,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makanangoro,swim,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
movʉngʉ,hide,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matisa'ʉ,catch,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavarisi,chop,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'ono,carry,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sovongo,divide,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marisʉ'ʉrʉ,pull,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacapi'i,split,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maripʉngcʉ,rip,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
poso'anʉ,draw,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
momʉnʉ,bundle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maramʉ,select,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavovoarʉ,spill,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapopono,peck,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacakʉcakʉ,plug,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
poso'anʉ,move,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mariravisi,pluck,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tomatioro,stirring,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapʉnʉ,pluck,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangaringari,shaking,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangaringari,vibrate,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mopoco,packing,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapʉnʉ,harvest,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oma'a'a,sharpen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangaringari,swing,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mariporoporo,shatter,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miravoko,fall,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
takosʉrʉ,twist,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapociri,stand,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marapici,cut,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masivʉcʉ,pinch,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oma'atipi,repress,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'apakʉnʉ,feed,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matisa'ʉ,arrest,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kiracʉkʉcʉkʉ,step,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oma'atipi,squash,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
komakoici,skin,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
paraposo,flipping,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mariroro,tumble,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marivora'ʉ,whip,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacaracʉ,skin,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
posongiri,twisting,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mariapʉ,wave,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oma'oro,chop,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mioro,beat,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'anongo,fight,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
aratʉn,squeeze,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mari'oro'oro,pull,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maritapasʉ,draw,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
avara'e,arbitrary,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
komakʉnʉ,eat,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mima,drink,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pori'i,vomit,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
romara'isi,bite,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
romaro'o,swallow,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
romo'o,swallow,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavocʉrʉkʉ,full,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
somasʉmʉ'ʉ,chew,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
meco'o,thirsty,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oma'i'i,nibble,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moravo,hungry,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tavarʉ'ʉ,know,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacʉ'ʉra,see,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pokarikari,say,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mokʉrʉ,touch,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pokari,invite,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tomatotoro,tell,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kesoni,ask,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pakitoro,agree,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
potocoro,believe,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masiaka,curse,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marivari,respond,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tomatimana,listen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'omopo,lick,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tanomo,tell,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miaco'o,aim,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pacʉpʉngʉ,think,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mincao,observe,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tavarʉ'ʉ,do,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moso'ʉvʉ,pray,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manmaan,like,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manmaan,joy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'icʉpʉ,fear,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tomatang,cry,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marʉ'ʉ,love,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
macangcangarʉ,happy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
arakoracʉ,angry,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
arakicacʉ,shocked,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masipʉcʉ,wash,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
potokikio,work,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tarasangai,stop,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aparanʉpʉ,waste,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mivo,urinate,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
si'icʉpʉ,sleep,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mota'i,feces,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tarasangai,rest,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masarʉmpʉ,sleepy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marisiki,clean,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kiatotoro,learn,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
posoaka,nightmare,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ko'oa,steal,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
po'ocipi,cook,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacono,burn,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masʉsʉpʉ,yawn,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacapa,roast,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maritarʉ,wait,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moringai,hunt,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mioro,mill,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacarovo,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangʉrʉ,fry,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
momʉkʉ,plant,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pinaropo,fish,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacarʉ'ʉ,pickle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosokarangʉ,burnt,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
komakosokoso,cut,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
somasʉngʉrʉ,soak,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oma'avono,bury,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
roiri,change,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacʉpʉngʉ,measure,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mocono,burning,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
toapapa,imitate,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'apacʉvʉrʉ,feed,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matopao,ignite,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
somasʉpʉrʉ,read,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'otomʉkʉnʉ,live,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
paracani,sing,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamacai,death,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosokʉmʉana,ouch,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosovakʉrʉ,wounded,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maroka,lose,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosokʉmʉ,pain,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosocara'ʉ,bleed,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pivʉra,pregnant,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
morongisaa,living,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'omo'ototo,fart,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
poarʉ,lame,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'apacʉvʉrʉ,nurture,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vakʉrʉ,scar,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masarapʉ,itchy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'asʉngʉ,sneeze,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosokʉmʉ,soreness,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosokʉmʉ,sick,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosovakʉ,festering,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ta'oici,slim,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
me'icono,heavy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
